cik,name,entityType,sic,sicDescription,ownerOrg,insiderTransactionForOwnerExists,insiderTransactionForIssuerExists,tickers,exchanges,ein,description,website,investorWebsite,category,fiscalYearEnd,stateOfIncorporation,stateOfIncorporationDescription,phone,flags,mailing_street1,mailing_street2,mailing_city,mailing_stateOrCountry,mailing_zipCode,mailing_stateOrCountryDescription,business_street1,business_street2,business_city,business_stateOrCountry,business_zipCode,business_stateOrCountryDescription,naics
1555214,"Wally World Media, Inc",operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,0,WLYW,OTC,455370930.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,930.0,NV,NV,702-890-5299,,7121 WEST CRAIG ROAD,#113-38,LAS VEGAS,NV,89129,NV,7121 WEST CRAIG ROAD,#113-38,LAS VEGAS,NV,89129,NV,{518210}
1210618,"SPI Energy Co., Ltd.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,1,SPI,Nasdaq,204956638.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,E9,Cayman Islands,408 919 8000,,4803 URBANI AVE.,,MCCLELLAN PARK,CA,95652,CA,4803 URBANI AVE.,,MCCLELLAN PARK,CA,95652,CA,{334413}
1549631,"Quarta-Rad, Inc.",operating,3823.0,"Industrial Instruments For Measurement, Display, and Control",08 Industrial Applications and Services,0,1,QURT,OTC,454232089.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,949-859-7071,,1201 ORANGE ST.,STE. 700,WILMINGTON,DE,19801,DE,1201 ORANGE ST.,STE. 700,WILMINGTON,DE,19801,DE,{334513}
808326,EMCORE CORP,operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,1,1,EMKR,Nasdaq,222746503.0,,,,Accelerated filer<br>Smaller reporting company,930.0,NJ,NJ,626-293-3400,,2015 W. CHESTNUT STREET,,ALHAMBRA,CA,91803,CA,2015 W. CHESTNUT STREET,,ALHAMBRA,CA,91803,CA,{334413}
948708,"SMITH MICRO SOFTWARE, INC.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,SMSI,Nasdaq,330029027.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,4128375300,,5800 CORPORATE DRIVE,,PITTSBURGH,PA,15237,PA,5800 CORPORATE DRIVE,,PITTSBURGH,PA,15237,PA,"{511210, 334614}"
1930179,ARB IOT Group Ltd,other,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,0,ARBB,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,630.0,E9,Cayman Islands,6010-947 5998,,LEVEL 39,MARINA BAY FINANCIAL CENTRE TOWER 2,10 MARINA BOULEVARD,U0,018983,Singapore,LEVEL 39,MARINA BAY FINANCIAL CENTRE TOWER 2,10 MARINA BOULEVARD,U0,018983,Singapore,{541512}
1817760,"SmartKem, Inc.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,SMTK,Nasdaq,851083654.0,,,,<br>Emerging growth company,1231.0,DE,DE,011-44-161-721-1514,,MANCHESTER TECHNOLOGY CENTER,"HEXAGON TOWER, DELAUNAYS ROAD, BLACKLEY",MANCHESTER,X0,M9 8GQ,United Kingdom,MANCHESTER TECHNOLOGY CENTER,"HEXAGON TOWER, DELAUNAYS ROAD, BLACKLEY",MANCHESTER,X0,M9 8GQ,United Kingdom,{334413}
1378590,"Bridgeline Digital, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,BLIN,Nasdaq,522263942.0,,,,Non-accelerated filer<br>Smaller reporting company,930.0,DE,DE,781 376 5555,,"100 TRADE CENTER, SUITE G-700",,WOBURN,MA,01801,MA,"100 TRADE CENTER, SUITE G-700",,WOBURN,MA,01801,MA,"{511210, 334614}"
1568969,"APPYEA, INC",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,APYP,OTC,461496846.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,SD,SD,(800) 674-3561,,447 BROADWAY,,NEW YORK,NY,10013,NY,16 NATAN ALTERMAN ST,,GAN YAVNE,L3,7085118,Israel,{541511}
866439,"DarkPulse, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,DPLS,OTC,870472109.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,,,800-436-1436,,815 WALKER STREET,SUITE 1155,HOUSTON,TX,77002,TX,815 WALKER STREET,SUITE 1155,HOUSTON,TX,77002,TX,"{511210, 334614}"
1940941,mF International Ltd,other,7371.0,Services-Computer Programming Services,06 Technology,0,0,MFI,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,D8,"Virgin Islands, British",852-3426-6200,,"UNIT 1801, FORTIS TOWER","77-79 GLOUCESTER ROAD, WANCHAI",HONG KONG,K3,000000,Hong Kong,"UNIT 1801, FORTIS TOWER","77-79 GLOUCESTER ROAD, WANCHAI",HONG KONG,K3,000000,Hong Kong,{541511}
1631282,DATASEA INC.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,DTSS,Nasdaq,472019013.0,,,,Non-accelerated filer<br>Smaller reporting company,630.0,NV,NV,(86)10-58401996,,"1 XINGHUO RD, CHANGNING BLDG, STE.11D2E",FENGTAI DISTRICT,BEIJING,F4,100070,China,"1 XINGHUO RD, CHANGNING BLDG, STE.11D2E",FENGTAI DISTRICT,BEIJING,F4,100070,China,"{511210, 334614}"
1784970,Next Technology Holding Inc.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,NXTT,Nasdaq,0.0,,,,<br>Emerging growth company,1231.0,WY,WY,852 96369080,,"RM 519, 05/F, BLOCK T3, QIANHAI PREMIER","FINANCE CENTRE UNIT 2, GUIWAN AREA","NANSHAN DISTRICT, SHENZHEN",F4,518000,China,"RM 519, 05/F, BLOCK T3, QIANHAI PREMIER","FINANCE CENTRE UNIT 2, GUIWAN AREA","NANSHAN DISTRICT, SHENZHEN",F4,518000,China,{518210}
1121795,GHST World Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,GHST,OTC,912007477.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,630.0,DE,DE,(212) 634-6860,,667 MADISON AVENUE 5TH FLOOR,,NEW YORK,NY,10065,NY,667 MADISON AVENUE 5TH FLOOR,,NEW YORK,NY,10065,NY,"{511210, 334614}"
1567900,BLACKBOXSTOCKS INC.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,BLBX,Nasdaq,453598066.0,,,,<br>Emerging growth company,1231.0,NV,NV,972-726-9203,,5430 LBJ FREEWAY,SUITE 1485,DALLAS,TX,75240,TX,5430 LBJ FREEWAY,SUITE 1485,DALLAS,TX,75240,TX,{541511}
1744494,"ADVENT TECHNOLOGIES HOLDINGS, INC.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,"ADN,ADNWW","Nasdaq,Nasdaq",830982969.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,857-264-7035,,500 RUTHERFORD AVENUE,SUITE 102,BOSTON,MA,02129,MA,500 RUTHERFORD AVENUE,SUITE 102,BOSTON,MA,02129,MA,"{333618, 333318, 333992, 335129, 335999}"
1378866,Go Green Global Technologies Corp.,operating,3677.0,"Electronic Coils, Transformers & Other Inductors",04 Manufacturing,1,1,GOGR,OTC,204412118.0,,,,,430.0,NV,NV,800-605-2857,,5 PRODUCTION DRIVE,,BROOKFILED,CT,06804,CT,5 PRODUCTION DRIVE,,BROOKFILED,CT,06804,CT,{334416}
896493,"Hyperscale Data, Inc.",operating,3679.0,"Electronic Components, NEC",04 Manufacturing,1,1,"GPUS,GPUS-PD","NYSE,NYSE",941721931.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(949) 444-5464 3679,,11411 SOUTHERN HIGHLANDS PARKWAY,SUITE 240,LAS VEGAS,NV,89141,NV,11411 SOUTHERN HIGHLANDS PARKWAY,SUITE 240,LAS VEGAS,NV,89141,NV,"{334310, 334220, 334418, 334419, 334515}"
1815632,"Tego Cyber, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,TGCB,OTC,842678167.0,,,,<br>Emerging growth company,630.0,NV,NV,855-939-0100,,8565 S. EASTERN AVENUE SUITE 150,,LAS VEGAS,NV,89123,NV,8565 S. EASTERN AVENUE SUITE 150,,LAS VEGAS,NV,89123,NV,"{518210, 541511}"
1874097,Cyngn Inc.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,CYN,Nasdaq,462007094.0,,,,<br>Emerging growth company,1231.0,DE,DE,650-924-5905,,1015 O'BRIEN DRIVE,,MENLO PARK,CA,94025,CA,1015 O'BRIEN DRIVE,,MENLO PARK,CA,94025,CA,{541511}
1682149,"WISA TECHNOLOGIES, INC.",operating,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,WISA,Nasdaq,301135279.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,408-627-4716,,15268 NW GREENBRIER PKWY,,BEAVERTON,OR,97006,OR,15268 NW GREENBRIER PKWY,,BEAVERTON,OR,97006,OR,{334413}
1524872,Thunder Energies Corp,operating,3559.0,"Special Industry Machinery, NEC",06 Technology,0,1,TNRG,OTC,451967797.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,FL,FL,(786) 686-0231,,"8570 STIRLING RD., PMB 388, SUITE 102",,HOLLYWOOD,FL,33024,FL,"8570 STIRLING RD., PMB 388, SUITE 102",,HOLLYWOOD,FL,33024,FL,"{333249, 333318, 332410, 333111, 333242}"
1099369,DESTINY MEDIA TECHNOLOGIES INC,operating,7372.0,Services-Prepackaged Software,06 Technology,1,1,DSNY,OTC,841516745.0,,,,Non-accelerated filer<br>Smaller reporting company,831.0,NV,NV,604-609-7736,,1110 - 885 W GEORGIA ST,,VANCOUVER,A1,V6C 3E8,"British Columbia, Canada",1110 - 885 W GEORGIA ST,,VANCOUVER,A1,V6C 3E8,"British Columbia, Canada","{511210, 334614}"
1887673,Wearable Devices Ltd.,other,3576.0,Computer Communications Equipment,06 Technology,0,0,"WLDS,WLDSW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,97246185670,,5 HA-TNUFA ST.,,YOKNE'AM ILLIT,L3,2066736,Israel,5 HA-TNUFA ST.,,YOKNE'AM ILLIT,L3,2066736,Israel,"{334112, 333316, 334118, 333318, 334111}"
736012,INTRUSION INC,operating,3576.0,Computer Communications Equipment,06 Technology,0,1,INTZ,Nasdaq,751911917.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,9722346400,,"101 EAST PARK BLVD, SUITE 1200",,PLANO,TX,75074,TX,"101 EAST PARK BLVD, SUITE 1200",,PLANO,TX,75074,TX,"{334112, 333316, 334118, 333318, 334111}"
1389002,MARIN SOFTWARE INC,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,MRIN,Nasdaq,204647180.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,415-399-2580,,123 MISSION ST,25TH FLOOR,SAN FRANCISCO,CA,94105,CA,123 MISSION ST,25TH FLOOR,SAN FRANCISCO,CA,94105,CA,{518210}
1141284,ACTELIS NETWORKS INC,operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,ASNS,Nasdaq,522160309.0,,,,<br>Emerging growth company,1231.0,DE,DE,510-545-1040,,4039 CLIPPER COURT,,FREMONT,CA,94538,CA,4039 CLIPPER COURT,,FREMONT,CA,94538,CA,{334290}
1956744,"SRM Entertainment, Inc.",operating,3944.0,"Games, Toys & Children's Vehicles (No Dolls & Bicycles)",04 Manufacturing,0,1,SRM,Nasdaq,320686534.0,,,,<br>Emerging growth company,1231.0,NV,NV,407-230-8100,,1061 E. INDIANTOWN RD.,STE 110,JUPITER,FL,33477,FL,1061 E. INDIANTOWN RD.,STE 110,JUPITER,FL,33477,FL,"{339930, 336991}"
1622345,"Polar Power, Inc.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,POLA,Nasdaq,330479020.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,310-830-9153,,249 E. GARDENA BOULEVARD,,GARDENA,CA,90248,CA,249 E. GARDENA BOULEVARD,,GARDENA,CA,90248,CA,"{333618, 333318, 333992, 335129, 335999}"
1593549,"Livento Group, Inc.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,NUGN,OTC,493999052.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,980 432 8241,,17 STATE STREET,,NEW YORK,NY,10004,NY,17 STATE STREET,,NEW YORK,NY,10004,NY,"{511210, 334614}"
924168,"ENERGY FOCUS, INC/DE",operating,3640.0,Electric Lighting & Wiring Equipment,04 Manufacturing,0,1,EFOI,Nasdaq,943021850.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,OH,OH,4407151300,,32000 AURORA ROAD,SUITE B,SOLON,OH,44139,OH,32000 AURORA ROAD,SUITE B,SOLON,OH,44139,OH,"{335121, 335122}"
1873722,Bubblr Inc.,operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,BBLR,OTC,862355916.0,,,,<br>Emerging growth company,1231.0,WY,WY,647-646-2263,,21 WEST 46TH STREET,,NEW YORK,NY,10036,NY,21 WEST 46TH STREET,,NEW YORK,NY,10036,NY,"{518210, 541511}"
944075,"SOCKET MOBILE, INC.",operating,3571.0,Electronic Computers,06 Technology,0,1,SCKT,Nasdaq,943155066.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,5109333000,,40675 ENCYCLOPEDIA CIRCLE,,FREMONT,CA,94538-2475,CA,40675 ENCYCLOPEDIA CIRCLE,,FREMONT,CA,94538-2475,CA,{334111}
1621672,"Super League Enterprise, Inc.",operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,SLE,Nasdaq,471990734.0,,,,<br>Emerging growth company,1231.0,DE,DE,802-294-2754,,"2912 COLORADO AVE, STE 203",,SANTA MONICA,CA,90404,CA,"2912 COLORADO AVE, STE 203",,SANTA MONICA,CA,90404,CA,{541512}
7623,ARTS WAY MANUFACTURING CO INC,operating,3523.0,Farm Machinery & Equipment,06 Technology,0,1,ARTW,Nasdaq,420920725.0,,,,Non-accelerated filer<br>Smaller reporting company,1130.0,DE,DE,7128643131,,P O BOX 288,,ARMSTRONG,IA,50514,IA,P O BOX 288,,ARMSTRONG,IA,50514,IA,"{332216, 333922, 332323, 333111}"
96885,TEL INSTRUMENT ELECTRONICS CORP,operating,3670.0,Electronic Components & Accessories,04 Manufacturing,0,1,TIKK,OTC,221441806.0,,,,Non-accelerated filer<br>Smaller reporting company,331.0,NJ,NJ,2019331600,,ONE BRANCA ROAD,,EAST RUTHERFORD,NJ,07073,NJ,ONE BRANCA ROAD,,EAST RUTHERFORD,NJ,07073,NJ,"{339940, 333318, 334519}"
1529113,"XTI Aerospace, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,1,1,XTIA,Nasdaq,880434915.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,800-680-7412,,8123 INTERPORT BLVD,SUITE C,ENGLEWOOD,CO,80112,CO,8123 INTERPORT BLVD,SUITE C,ENGLEWOOD,CO,80112,CO,{541511}
1597846,Greenpro Capital Corp.,operating,7374.0,Services-Computer Processing & Data Preparation,06 Technology,0,1,GRNQ,Nasdaq,981146821.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,(603) 2201-3192,,"B-7-5 NORTHPOINT OFFICE, MID VALLEY CITY","NO.1, MEDAN SYED PUTRA UTARA",59200 KUALA LUMPUR,N8,000000,Malaysia,"B-7-5 NORTHPOINT OFFICE, MID VALLEY CITY","NO.1, MEDAN SYED PUTRA UTARA",59200 KUALA LUMPUR,N8,000000,Malaysia,{518210}
894501,"GOLD ROCK HOLDINGS, INC.",operating,7373.0,Services-Computer Integrated Systems Design,06 Technology,0,1,GRHI,OTC,870434297.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,7573066090,,"2020 GENERAL BOOTH BLVD, #230",,VIRGINIA BEACH,VA,23452,VA,"2020 GENERAL BOOTH BLVD, #230",,VIRGINIA BEACH,VA,23452,VA,{541512}
1376231,"VPR Brands, LP.",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,VPRB,OTC,900191208.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,,,305-537-6607,,1141 SAWGRASS CORPORATE PARKWAY,,SUNRISE,FL,33323,FL,,,,,,,"{511210, 334614}"
1944399,"Earlyworks Co., Ltd.",other,7371.0,Services-Computer Programming Services,06 Technology,0,0,ELWS,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,430.0,M0,Japan,81 03-5614-0978,,"3F MR BUILDING, 5-7-11 UENO",TAITO-KU,TOKYO,M0,110-0005,Japan,"3F MR BUILDING, 5-7-11 UENO",TAITO-KU,TOKYO,M0,110-0005,Japan,{541511}
1061612,Jackpot Digital Inc.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,JPOTF,OTC,0.0,,,,,1231.0,A1,"British Columbia, Canada",6046810204,,SUITE 300 - 570 GRANVILLE ST.,,VANCOUVER,A1,V6C 3P1,"British Columbia, Canada",SUITE 300 - 570 GRANVILLE ST.,,VANCOUVER,A1,V6C 3P1,"British Columbia, Canada","{511210, 334614}"
1138978,"Novo Integrated Sciences, Inc.",operating,3510.0,Engines & Turbines,06 Technology,0,1,NVOS,Nasdaq,593691650.0,,,,Non-accelerated filer<br>Smaller reporting company,831.0,NV,NV,(206) 617-9797,,11120 NE 2ND STREET,SUITE 100,BELLEVUE,WA,98004,WA,11120 NE 2ND STREET,SUITE 100,BELLEVUE,WA,98004,WA,"{333618, 333611, 336390}"
1807166,Amesite Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,AMST,Nasdaq,823431717.0,,,,Non-accelerated filer<br>Smaller reporting company<br>Emerging growth company,630.0,DE,DE,(650) 516-7633,,205 EAST WASHINGTON STREET,SUITE B,ANN ARBOR,MI,48104,MI,205 EAST WASHINGTON STREET,SUITE B,ANN ARBOR,MI,48104,MI,"{511210, 334614}"
1880431,Vocodia Holdings Corp,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"VHAI,VHABW,VHAIW","OTC,OTC,OTC",863519415.0,,,,<br>Emerging growth company,1231.0,WY,WY,(561) 484-5234,,"6401 CONGRESS AVENUE, SUITE 160",,BOCA RATON,FL,33487,FL,"6401 CONGRESS AVENUE, SUITE 160",,BOCA RATON,FL,33487,FL,{541511}
1462223,"Recruiter.com Group, Inc.",operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,"NIXX,RCRT,NIXXW,RCRTW","Nasdaq,Nasdaq,Nasdaq,Nasdaq",263090646.0,,,,<br>Emerging growth company,1231.0,NV,NV,855-931-1500,,500 SEVENTH AVENUE,,NEW YORK,NY,10018,NY,500 SEVENTH AVENUE,,NEW YORK,NY,10018,NY,{541511}
1679817,"OZOP ENERGY SOLUTIONS, INC.",operating,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,OZSC,OTC,352540672.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,(845) 544-5112,,55 RONALD REAGAN BLVD.,,WARWICK,NY,10990,NY,55 RONALD REAGAN BLVD.,,WARWICK,NY,10990,NY,"{333618, 333318, 333992, 335129, 335999}"
924515,GUIDED THERAPEUTICS INC,operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,GTHP,OTC,582029543.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,7702428723,,5835 PEACHTREE CORNERS EAST,SUITE B,PEACHTREE CORNERS,GA,30092,GA,5835 PEACHTREE CORNERS EAST,SUITE B,PEACHTREE CORNERS,GA,30092,GA,"{334517, 334510}"
22701,Pineapple Energy Inc.,operating,3661.0,Telephone & Telegraph Apparatus,04 Manufacturing,0,1,PEGY,Nasdaq,410957999.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,MN,MN,9529961674,,10900 RED CIRCLE DRIVE,,MINNETONKA,MN,55343,MN,10900 RED CIRCLE DRIVE,,MINNETONKA,MN,55343,MN,"{334210, 334418}"
1894693,SaverOne 2014 Ltd.,other,7371.0,Services-Computer Programming Services,06 Technology,0,0,"SVRE,SVREW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972-3-9094177,,EM HAMOSHAVOT RD.,94,PETAH TIKVAH,L3,49130,Israel,EM HAMOSHAVOT RD.,94,PETAH TIKVAH,L3,49130,Israel,{541511}
1530766,"BioSig Technologies, Inc.",operating,3845.0,Electromedical & Electrotherapeutic Apparatus,08 Industrial Applications and Services,0,1,BSGM,OTC,264333375.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,(203) 409-5444,,55 GREENS FARMS ROAD,,WESTPORT,CT,06880,CT,55 GREENS FARMS ROAD,,WESTPORT,CT,06880,CT,"{334517, 334510}"
1514056,Titan Environmental Solutions Inc.,operating,7371.0,Services-Computer Programming Services,06 Technology,0,1,TESI,OTC,300580318.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,NV,NV,425-818-0560,,"14205 SE 36TH ST.,",SUITE 100,BELLEVUE,WA,98006,WA,"14205 SE 36TH ST.,",SUITE 100,BELLEVUE,WA,98006,WA,{541511}
1770236,MOVING iMAGE TECHNOLOGIES INC.,operating,3861.0,Photographic Equipment & Supplies,08 Industrial Applications and Services,0,1,MITQ,NYSE,200232845.0,,,,<br>Emerging growth company,630.0,DE,DE,7147517998,,17760 NEWHOPE STREET,,FOUNTAIN VALLEY,CA,92708,CA,17760 NEWHOPE STREET,,FOUNTAIN VALLEY,CA,92708,CA,{333316}
1849820,"Nauticus Robotics, Inc.",operating,3569.0,"General Industrial Machinery & Equipment, NEC",06 Technology,0,1,"KITT,KITTW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,DE,DE,281-942-9069,,17146 FEATHERCRAFT LANE,SUITE 450,WEBSTER,TX,77598,TX,17146 FEATHERCRAFT LANE,SUITE 450,WEBSTER,TX,77598,TX,"{333999, 333414, 314999}"
1896511,ZKGC New Energy Ltd,other,3690.0,"Miscellaneous Electrical Machinery, Equipment & Supplies",04 Manufacturing,0,1,ZKGCF,OTC,0.0,,,,Non-accelerated filer<br>Emerging growth company,531.0,E9,Cayman Islands,86-0760-88963658,,"12 XINXIANGDI JIARI, LAOCHENG TOWN",CHENGMAI COUNTY,HAINAN PROVINCE,F4,571924,China,"12 XINXIANGDI JIARI, LAOCHENG TOWN",CHENGMAI COUNTY,HAINAN PROVINCE,F4,571924,China,"{333618, 333318, 333992, 335129, 335999}"
1546296,"Professional Diversity Network, Inc.",operating,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,1,IPDN,Nasdaq,800900177.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,312-614-0950,,55 EAST MONROE STREET,SUITE 2120,CHICAGO,IL,60603,IL,55 EAST MONROE STREET,SUITE 2120,CHICAGO,IL,60603,IL,"{518210, 541511}"
1875547,Locafy Ltd,other,7370.0,"Services-Computer Programming, Data Processing, Etc.",06 Technology,0,0,"LCFY,LCFYW","Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,,C3,Australia,61 409 999 339,,246A CHURCHILL AVENUE,,SUBIACO WA,C3,6008,Australia,246A CHURCHILL AVENUE,,SUBIACO WA,C3,6008,Australia,"{518210, 541511}"
758743,VIDEO DISPLAY CORP,operating,3670.0,Electronic Components & Accessories,04 Manufacturing,0,1,VIDE,OTC,581217564.0,,,,Non-accelerated filer<br>Smaller reporting company,228.0,GA,GA,7709382080,,1868 TUCKER INDUSTRIAL DR,,TUCKER,GA,30084,GA,1868 TUCKER INDUSTRIAL DR,,TUCKER,GA,30084,GA,"{339940, 333318, 334519}"
1375195,CORETEC GROUP INC.,operating,3669.0,"Communications Equipment, NEC",04 Manufacturing,0,1,CRTG,OTC,0.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,OK,OK,918-494-0509,,333 JACKSON PLAZA,SUITE 1200,ANN ARBOR,MI,48103,MI,333 JACKSON PLAZA,SUITE 1200,ANN ARBOR,MI,48103,MI,{334290}
1291855,SuperCom Ltd,other,3674.0,Semiconductors & Related Devices,04 Manufacturing,0,1,SPCB,Nasdaq,0.0,,,,Non-accelerated filer,1231.0,L3,Israel,972-9-889-0800,,1 ARIE SHENKAR STREET,,HERTZLIYA,L3,4672501,Israel,1 ARIE SHENKAR STREET,,HERTZLIYA,L3,4672501,Israel,{334413}
1888151,Femto Technologies Inc.,other,7372.0,Services-Prepackaged Software,06 Technology,0,0,BCAN,Nasdaq,0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,A1,"British Columbia, Canada",16048336820,,2264E 11TH AVENUE,,VANCOUVER,A1,V5N1Z6,"British Columbia, Canada",2264E 11TH AVENUE,,VANCOUVER,A1,V5N1Z6,"British Columbia, Canada","{511210, 334614}"
1905660,Hub Cyber Security Ltd.,other,3576.0,Computer Communications Equipment,06 Technology,0,0,"HUBC,HUBCW,HUBCZ","Nasdaq,Nasdaq,Nasdaq",0.0,,,,Non-accelerated filer<br>Emerging growth company,1231.0,L3,Israel,972 3 791 3200,,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,2 KAPLAN ST.,,TEL AVIV,L3,6473403,Israel,"{334112, 333316, 334118, 333318, 334111}"
1906133,iCoreConnect Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,ICCT,Nasdaq,0.0,,,,<br>Emerging growth company,1231.0,DE,DE,888-810-7706,,529 E. CROWN POINT ROAD,SUITE 250,OCOEE,FL,34761,FL,529 E. CROWN POINT ROAD,SUITE 250,OCOEE,FL,34761,FL,"{511210, 334614}"
1761696,Crown Electrokinetics Corp.,operating,3679.0,"Electronic Components, NEC",04 Manufacturing,0,1,CRKN,Nasdaq,475423944.0,,,,<br>Emerging growth company,1231.0,DE,DE,800-674-3612,,1110 NE CIRCLE BLVD,,CORVALLIS,OR,97330,OR,1110 NE CIRCLE BLVD,,CORVALLIS,OR,97330,OR,"{334310, 334220, 334418, 334419, 334515}"
1947861,Nature's Miracle Holding Inc.,operating,3523.0,Farm Machinery & Equipment,06 Technology,0,1,"NMHI,NMHIW","Nasdaq,Nasdaq",0.0,,,,<br>Emerging growth company,1231.0,,,888-420-3694,,858 NORTH CENTRAL AVENUE,,UPLAND,CA,91786,CA,858 NORTH CENTRAL AVENUE,,UPLAND,CA,91786,CA,"{332216, 333922, 332323, 333111}"
797542,Viewbix Inc.,operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,VBIX,OTC,680080601.0,,,,Non-accelerated filer<br>Smaller reporting company,1231.0,DE,DE,855-879-8439,,14 ARYEH SHENKAR STREET,,HERZLIYA,L3,4672514,Israel,14 ARYEH SHENKAR STREET,,HERZLIYA,L3,4672514,Israel,"{511210, 334614}"
1785592,"Leafly Holdings, Inc. /DE",operating,7372.0,Services-Prepackaged Software,06 Technology,0,1,"LFLY,LFLYW","Nasdaq,Nasdaq",842266022.0,,,,<br>Emerging growth company,1231.0,WA,WA,206-455-9504,,113 CHERRY STREET,PMB 88154,SEATTLE,WA,98104-2205,WA,113 CHERRY STREET,PMB 88154,SEATTLE,WA,98104-2205,WA,"{511210, 334614}"
